Medicine_Name,Current_Stock,Days_Until_Expiry,Average_Daily_Usage
Acyclovir,14,208,0.06
Cefixime,79,22,3.17
Diclofenac,243,87,2.75
Gabapentin,137,48,2.98
Spironolactone,81,163,0.56
Beclomethasone,91,115,0.69
Vancomycin,372,55,7.72
Salbutamol,3,172,0.02
Lorazepam,36,22,1.67
Oseltamivir,298,117,2.17
Ranitidine,199,337,0.48
Montelukast,173,158,0.99
Haloperidol,127,15,8.86
Clotrimazole,51,204,0.24
Norfloxacin,426,258,1.45
Valproate,302,123,2.31
Diclofenac,151,14,8.9
Dexamethasone,108,158,0.68
Fentanyl,6,355,0.02
Losartan,80,223,0.3
Pseudoephedrine,269,259,1.23
Adrenaline,439,346,1.4
Pantoprazole,16,126,0.13
Meropenem,433,62,7.98
Simvastatin,478,244,2.03
Clopidogrel,335,48,6.97
Ranitidine,227,188,1.28
Diazepam,125,304,0.42
Cyclizine,478,154,2.81
Metronidazole,141,88,1.5
Ranitidine,52,219,0.28
Noradrenaline,220,149,1.5
Cetirizine,92,141,0.7
Mebendazole,487,151,2.77
Loratadine,377,59,5.23
Carbamazepine,155,97,1.79
Ketoconazole,143,267,0.63
Formoterol,42,281,0.13
Prednisone,385,251,1.82
Omeprazole,224,87,2.91
Ranitidine,38,158,0.2
Salmeterol,13,352,0.03
Levofloxacin,263,86,2.65
Metronidazole,6,99,0.06
Lumefantrine,362,178,1.74
Lithium,276,358,0.77
Paracetamol,75,147,0.48
Clozapine,366,80,5.47
Phenylephrine,129,319,0.33
Levothyroxine,132,291,0.41
Fluoxetine,393,97,3.75
Fentanyl,177,106,1.49
Levothyroxine,212,171,1.23
Budesonide,407,126,3.53
Isoniazid,482,290,1.43
Paracetamol,338,357,0.81
Fluoxetine,97,144,0.55
Chloroquine,59,274,0.18
Acyclovir,244,157,1.66
Adrenaline,24,133,0.17
Gabapentin,448,311,1.35
Loratadine,355,162,2.31
Phenytoin,34,13,3.14
Chlorpheniramine,465,232,1.68
Ibuprofen,72,133,0.46
Spironolactone,376,41,8.96
Pseudoephedrine,466,86,6.4
Naproxen,421,245,2.05
Ofloxacin,256,262,0.97
Artemether,412,254,1.87
Midazolam,255,330,0.81
Betamethasone,234,84,2.99
Formoterol,81,259,0.36
Salbutamol,166,151,0.95
Paracetamol,141,164,0.79
Gabapentin,488,180,2.64
Losartan,281,232,1.0
Chlorpheniramine,459,360,1.45
Theophylline,58,155,0.3
Haloperidol,185,136,1.35
Prednisone,131,211,0.64
Ondansetron,69,52,1.46
Hydrochlorothiazide,152,234,0.6
Mebendazole,404,55,8.21
Doxycycline,71,47,1.3
Ceftriaxone,185,64,2.99
Salmeterol,287,43,5.58
Cetirizine,9,361,0.03
Morphine,375,328,1.04
Ivermectin,284,110,2.84
Haloperidol,173,195,0.71
Ranitidine,449,336,1.52
Escitalopram,350,295,1.4
Lorazepam,480,211,1.89
Granisetron,201,144,1.15
Morphine,291,65,3.68
Beclomethasone,48,221,0.19
Isoniazid,111,332,0.28
Chloroquine,268,183,1.41
Dopamine,66,165,0.47
Ondansetron,258,210,1.31
Artemether,219,263,0.92
Ondansetron,270,325,0.88
Ivermectin,283,71,4.3
Dexamethasone,384,78,4.11
Midazolam,65,224,0.31
Diclofenac,445,296,1.24
Clopidogrel,164,291,0.62
Vitamin D,19,61,0.26
Dopamine,329,148,2.54
Theophylline,243,39,5.04
Levofloxacin,165,198,0.83
Chlorpheniramine,146,319,0.53
Phenytoin,148,156,0.86
Carbamazepine,35,320,0.11
Artemether,48,341,0.16
Lithium,273,72,3.51
Ceftriaxone,304,127,2.75
Chloroquine,363,310,1.13
Lorazepam,67,227,0.29
Azithromycin,420,267,1.54
Spironolactone,53,18,3.41
Tinidazole,233,301,0.73
Escitalopram,193,210,0.83
Vitamin D,320,57,4.65
Prednisone,373,231,1.54
Midazolam,284,248,1.26
Pantoprazole,371,191,2.02
Spironolactone,481,99,5.41
Noradrenaline,49,110,0.37
Ciprofloxacin,350,180,1.71
Escitalopram,159,90,1.55
Linezolid,108,68,1.88
Levothyroxine,32,24,1.12
Levothyroxine,37,35,0.89
Nitrofurantoin,32,173,0.17
Ceftriaxone,246,169,1.52
Oseltamivir,47,188,0.26
Amoxicillin,22,132,0.15
Isoniazid,415,91,5.04
Metformin,444,301,1.51
Fluoxetine,253,56,4.08
Zinc Acetate,310,295,0.97
Gabapentin,418,223,2.21
Haloperidol,175,16,9.35
Pseudoephedrine,245,323,0.72
Loratadine,394,207,2.21
Paracetamol,89,171,0.52
Montelukast,417,323,1.5
Midazolam,314,58,6.4
Hydroxychloroquine,205,297,0.63
Alprazolam,166,11,13.08
Meropenem,305,218,1.3
Quetiapine,65,311,0.23
Erythromycin,14,179,0.06
Acyclovir,206,117,2.09
Pantoprazole,367,238,1.27
Risperidone,53,51,1.13
Theophylline,348,244,1.4
Lisinopril,471,328,1.68
Linezolid,88,43,1.65
Haloperidol,472,291,1.56
Lorazepam,433,272,1.35
Metformin,416,253,1.79
Linezolid,417,83,4.42
Hydrochlorothiazide,491,343,1.52
Pyrazinamide,78,277,0.3
Insulin,195,161,1.06
Fentanyl,244,228,1.25
Loratadine,451,270,1.59
Warfarin,271,55,5.87
Formoterol,130,127,0.92
Calcium Carbonate,405,237,1.53
Naloxone,446,174,2.67
Zinc Acetate,326,25,10.9
Rifampicin,162,215,0.77
Acyclovir,173,95,1.87
Rifampicin,72,314,0.2
Lithium,111,193,0.53
Ondansetron,104,158,0.58
Insulin,393,109,3.22
Amlodipine,98,56,2.05
Lorazepam,107,164,0.6
Pantoprazole,172,169,0.98
Furosemide,354,15,25.81
Spironolactone,388,78,4.1
Cefixime,200,335,0.57
Dopamine,163,199,0.69
Chlorpheniramine,438,251,1.5
Omeprazole,340,211,1.6
Diazepam,216,270,0.94
Chloroquine,164,38,4.98
Escitalopram,305,242,1.12
Isoniazid,55,285,0.2
Oseltamivir,383,139,2.86
Loratadine,98,241,0.4
Midazolam,253,292,0.92
Warfarin,16,338,0.04
Phenylephrine,27,203,0.13
Piperacillin,466,208,2.03
Ranitidine,442,130,3.8
Isoniazid,216,187,1.12
Adrenaline,496,13,32.12
Ciprofloxacin,392,107,4.1
Chlorpheniramine,463,206,2.26
Salbutamol,294,311,1.0
Ceftriaxone,109,296,0.42
Domperidone,233,290,0.67
Escitalopram,3,222,0.01
Budesonide,208,46,5.06
Levothyroxine,439,158,2.56
Tinidazole,37,330,0.11
Clozapine,6,334,0.02
Acyclovir,4,144,0.03
Olanzapine,307,93,3.61
Hydrochlorothiazide,158,308,0.52
Amoxicillin,160,253,0.7
Pantoprazole,207,94,2.16
Ranitidine,236,361,0.53
Olanzapine,395,19,19.67
Linezolid,205,102,2.0
Theophylline,196,128,1.48
Erythromycin,364,13,33.44
Lumefantrine,145,194,0.79
Haloperidol,63,139,0.43
Nitrofurantoin,66,305,0.21
Theophylline,166,265,0.63
Ketoconazole,229,321,0.59
Betamethasone,278,247,0.95
Budesonide,359,146,2.14
Codeine,490,181,2.47
Tramadol,393,327,1.27
Tamsulosin,386,350,1.01
Naproxen,345,332,0.88
Theophylline,92,291,0.28
Levofloxacin,387,148,3.06
Cetirizine,315,88,3.61
Sertraline,324,38,7.61
Ivermectin,482,291,1.51
Tramadol,44,335,0.12
Rifampicin,156,298,0.5
Diazepam,374,86,4.73
Montelukast,295,342,0.85
Phenytoin,443,328,1.34
Omeprazole,467,62,7.29
Doxycycline,236,342,0.82
Formoterol,343,269,1.13
Losartan,433,354,1.01
Hydroxychloroquine,389,145,3.12
Rifampicin,288,171,1.51
Lorazepam,453,203,2.41
Dopamine,94,278,0.28
Noradrenaline,492,62,6.43
Pantoprazole,254,151,1.85
Ofloxacin,391,114,2.94
Chlorpheniramine,158,129,1.32
Prednisone,5,114,0.04
Cetirizine,118,311,0.41
Escitalopram,398,163,2.77
Nitrofurantoin,138,113,1.46
Ondansetron,47,118,0.43
Granisetron,166,334,0.59
Rifampicin,230,118,2.29
Linezolid,487,354,1.63
Fentanyl,350,210,1.64
Levofloxacin,343,310,1.15
Phenytoin,291,19,16.87
Alprazolam,92,67,1.56
Tazobactam,483,63,6.91
Chlorpheniramine,196,131,1.53
Lithium,263,325,0.93
Oseltamivir,101,234,0.46
Budesonide,455,338,1.49
Zinc Acetate,120,353,0.33
Ivermectin,218,75,3.23
Metformin,89,237,0.44
Simvastatin,157,132,1.13
Azithromycin,460,211,1.87
Oseltamivir,104,86,1.03
Clopidogrel,296,279,1.05
Phenytoin,214,171,1.25
Ondansetron,54,361,0.15
Doxycycline,438,247,2.0
Losartan,460,18,28.9
Rifampicin,133,244,0.56
Montelukast,350,229,1.57
Adrenaline,352,239,1.19
Vitamin D,458,44,9.04
Losartan,189,360,0.48
Spironolactone,117,323,0.4
Ondansetron,43,136,0.26
Salbutamol,140,237,0.63
Budesonide,319,364,0.94
Azithromycin,178,165,0.97
Salmeterol,13,193,0.08
Cefixime,108,206,0.62
Carbamazepine,18,51,0.3
Salbutamol,177,337,0.55
Ceftriaxone,416,266,1.64
Meropenem,246,257,1.05
Tinidazole,103,14,6.35
Mebendazole,359,156,1.99
Phenylephrine,8,258,0.03
Vitamin D,3,226,0.01
Meropenem,246,357,0.6
Linezolid,174,63,3.05
Ceftriaxone,269,91,2.47
Rifampicin,227,316,0.75
Ivermectin,355,276,1.23
Ranitidine,85,185,0.38
Hydrochlorothiazide,145,237,0.69
Risperidone,192,100,2.12
Olanzapine,349,175,1.63
Dexamethasone,392,39,11.17
Betamethasone,482,166,3.21
Hydroxychloroquine,404,28,11.86
Linezolid,295,117,2.64
Betamethasone,360,130,2.98
Olanzapine,461,24,17.7
Tinidazole,493,235,1.89
Clotrimazole,338,295,1.31
Naproxen,212,93,1.97
Levofloxacin,474,160,2.47
Lorazepam,398,214,2.2
Carbamazepine,100,124,0.96
Montelukast,65,181,0.33
Piperacillin,222,241,1.05
Hydrochlorothiazide,440,209,2.17
Naproxen,174,181,0.97
Cefixime,212,221,1.06
Losartan,87,112,0.71
Cefixime,483,40,9.95
Tinidazole,252,315,0.77
Erythromycin,196,193,1.07
Ranitidine,472,218,1.83
Salmeterol,235,296,0.88
Gabapentin,16,29,0.46
Piperacillin,213,92,2.75
Pseudoephedrine,120,124,1.06
Ondansetron,22,69,0.28
Tazobactam,421,221,2.17
Escitalopram,455,329,1.17
Acyclovir,397,166,2.56
Warfarin,428,11,37.64
Salbutamol,390,209,2.03
Pseudoephedrine,338,73,5.04
Lorazepam,426,135,3.11
Rifampicin,368,339,0.97
Quetiapine,129,348,0.44
Beclomethasone,305,301,1.14
Sertraline,248,340,0.62
Doxycycline,396,91,4.88
Clozapine,373,211,1.5
Acyclovir,471,283,1.55
Losartan,393,32,12.25
Naproxen,476,55,7.17
Lithium,38,331,0.1
Hydrochlorothiazide,370,30,13.48
Amlodipine,241,121,2.06
Rifampicin,36,278,0.14
Atorvastatin,456,277,1.89
Metformin,153,36,4.43
Vitamin D,412,136,3.6
Naproxen,81,93,1.03
Paracetamol,353,320,0.94
Escitalopram,420,173,2.15
Lithium,311,191,1.44
Linezolid,312,29,10.86
Lorazepam,150,269,0.57
Escitalopram,317,86,4.36
Cetirizine,151,306,0.54
Paracetamol,175,40,4.36
Simvastatin,330,269,1.27
Ethambutol,120,39,3.39
Metformin,2,305,0.01
Codeine,177,66,2.17
Cyclizine,158,251,0.75
Alprazolam,278,68,3.48
Amlodipine,411,344,1.43
Ketoconazole,322,157,2.24
Phenylephrine,99,361,0.28
Norfloxacin,114,39,3.08
Meropenem,129,276,0.39
Valproate,409,322,1.26
Naproxen,370,181,1.94
Lisinopril,288,326,1.01
Metformin,132,248,0.43
Domperidone,253,309,0.95
Lumefantrine,478,230,2.47
Erythromycin,396,182,2.32
Rifampicin,85,118,0.79
Sertraline,202,296,0.77
Noradrenaline,17,102,0.15
Chlorpheniramine,227,29,8.81
Levofloxacin,409,297,1.61
Amlodipine,448,51,8.98
Acyclovir,301,186,1.89
Tazobactam,333,327,0.93
Lumefantrine,13,349,0.04
Pyrazinamide,51,44,1.03
Tinidazole,261,100,2.74
Simvastatin,389,279,1.36
Betamethasone,24,241,0.12
Lumefantrine,51,26,2.23
Tramadol,60,182,0.29
Valproate,67,206,0.31
Linezolid,330,316,1.24
Phenytoin,22,42,0.54
Hydrochlorothiazide,9,360,0.03
Nitrofurantoin,215,244,0.87
Noradrenaline,461,10,39.28
Diazepam,194,203,1.02
Midazolam,190,187,1.21
Clotrimazole,493,354,1.29
Risperidone,179,55,3.64
Lisinopril,72,190,0.45
Oseltamivir,437,141,3.47
Amlodipine,244,78,2.82
Zinc Acetate,223,272,0.75
Fentanyl,309,156,2.03
Quetiapine,107,193,0.57
Montelukast,274,97,2.55
Adrenaline,20,270,0.08
Warfarin,98,76,1.21
Cefixime,408,123,2.74
Haloperidol,69,304,0.19
Cyclizine,150,284,0.55
Pseudoephedrine,157,80,1.61
Doxycycline,53,10,4.41
Ibuprofen,279,182,1.25
Granisetron,303,281,0.95
Phenytoin,412,99,3.89
Isoniazid,252,340,0.61
Pseudoephedrine,240,322,0.6
Ciprofloxacin,203,72,2.44
Rifampicin,87,194,0.5
Olanzapine,35,115,0.3
Vitamin D,94,208,0.47
Midazolam,103,131,0.72
Ivermectin,71,356,0.2
Codeine,18,295,0.06
Codeine,102,220,0.46
Tazobactam,136,112,1.37
Dexamethasone,230,175,1.43
Dexamethasone,81,357,0.22
Pantoprazole,232,241,0.98
Cefixime,489,84,5.44
Insulin,136,267,0.49
Clozapine,341,257,1.32
Phenylephrine,350,206,1.82
Tinidazole,148,336,0.52
Fluoxetine,327,242,1.45
Norfloxacin,219,278,0.73
Budesonide,246,222,1.31
Fluoxetine,208,359,0.67
Hydroxychloroquine,278,278,1.01
Betamethasone,198,314,0.64
Lisinopril,87,346,0.23
Diazepam,123,351,0.38
Diclofenac,272,145,1.77
Haloperidol,407,202,2.29
Quetiapine,329,123,2.61
Vitamin D,238,287,0.7
Pseudoephedrine,353,267,1.49
Cefixime,393,134,2.67
Salmeterol,308,75,3.57
Alprazolam,243,267,0.85
Levothyroxine,87,249,0.32
Gabapentin,223,169,1.17
Hydroxychloroquine,275,221,1.4
Tazobactam,390,171,2.48
Risperidone,117,137,0.95
Valproate,434,110,4.26
Levofloxacin,311,171,2.15
Erythromycin,308,93,2.72
Morphine,250,156,1.47
Prednisone,158,204,0.82
Furosemide,63,306,0.23
Zinc Acetate,52,45,1.37
Carbamazepine,55,108,0.54
Gabapentin,323,197,1.55
Warfarin,38,269,0.15
Losartan,353,170,2.04
Morphine,11,351,0.03
Prednisone,77,200,0.46
Haloperidol,241,264,0.81
Simvastatin,130,176,0.66
Pyrazinamide,293,243,1.42
Isoniazid,133,249,0.63
Diazepam,412,87,4.71
Pseudoephedrine,330,62,4.59
Ranitidine,36,49,0.65
Erythromycin,132,187,0.74
Zinc Acetate,428,264,1.3
Sertraline,29,60,0.53
Haloperidol,76,108,0.75
Lithium,97,238,0.37
Artemether,192,112,1.39
Clotrimazole,201,268,0.67
Gabapentin,224,167,1.23
Granisetron,347,293,1.3
Levothyroxine,357,53,6.82
Hydroxychloroquine,357,76,4.9
Clopidogrel,17,201,0.08
Lorazepam,289,256,1.15
Spironolactone,220,32,7.68
Clopidogrel,417,51,6.72
Metformin,420,258,1.51
Cetirizine,130,311,0.44
Piperacillin,235,177,1.59
Formoterol,282,182,1.51
Pantoprazole,327,163,1.96
Amlodipine,391,23,17.91
Warfarin,383,76,4.54
Ciprofloxacin,32,345,0.1
Theophylline,312,78,3.31
Furosemide,436,63,6.81
Linezolid,140,325,0.5
Norfloxacin,223,287,0.84
Risperidone,108,10,8.92
Norfloxacin,441,326,1.45
Meropenem,314,15,22.7
Paracetamol,66,45,1.67
Piperacillin,125,165,0.89
Alprazolam,130,351,0.35
Morphine,379,14,24.19
Loratadine,163,24,6.08
Quetiapine,66,177,0.38
Doxycycline,20,240,0.08
Paracetamol,47,229,0.22
Metronidazole,219,356,0.49
Phenytoin,309,275,1.25
Levothyroxine,258,115,2.05
Tramadol,192,25,9.12
Amoxicillin,262,304,1.0
Codeine,311,341,0.95
Spironolactone,458,75,6.03
Ketoconazole,105,279,0.39
Levofloxacin,345,131,2.95
Ivermectin,306,291,1.03
Carbamazepine,242,358,0.7
Ceftriaxone,76,350,0.19
Risperidone,206,49,3.54
Mebendazole,101,28,4.0
Amlodipine,12,291,0.04
Fluoxetine,78,71,1.16
Lithium,263,116,2.23
Doxycycline,409,105,4.43
Pantoprazole,246,186,1.38
Ethambutol,291,230,1.28
Cetirizine,418,349,1.09
Noradrenaline,120,118,1.02
Ethambutol,296,71,3.85
Ivermectin,415,79,5.89
Prednisone,385,70,6.26
Insulin,318,275,1.15
Montelukast,386,245,1.73
Haloperidol,340,39,7.39
Lorazepam,11,151,0.08
Isoniazid,342,341,1.02
Ciprofloxacin,468,175,2.66
Nitrofurantoin,411,138,3.05
Phenytoin,138,250,0.55
Clotrimazole,117,219,0.51
Oseltamivir,299,285,0.91
Spironolactone,236,214,0.96
Clopidogrel,80,202,0.37
Levothyroxine,448,37,11.27
Insulin,270,265,1.05
Cetirizine,314,106,2.38
Montelukast,308,163,2.24
Cefixime,55,59,1.1
Fentanyl,163,241,0.58
Pyrazinamide,130,113,1.01
Insulin,78,105,0.73
Pseudoephedrine,467,48,11.39
Metformin,52,186,0.32
Meropenem,47,250,0.17
Ibuprofen,436,304,1.38
Ofloxacin,28,196,0.16
Phenylephrine,221,23,9.47
Phenylephrine,68,298,0.22
Pantoprazole,271,75,3.46
Ivermectin,161,161,1.01
Carbamazepine,68,137,0.45
Noradrenaline,246,158,1.53
Ethambutol,86,183,0.54
Norfloxacin,130,174,0.68
Chloroquine,62,174,0.31
Losartan,265,356,0.8
Ciprofloxacin,302,97,3.32
Adrenaline,488,131,3.98
Valproate,233,329,0.67
Ranitidine,236,117,2.05
Adrenaline,155,325,0.55
Artemether,351,239,1.53
Risperidone,100,274,0.35
Mebendazole,391,302,1.07
Lorazepam,189,33,5.54
Vitamin D,445,171,2.85
Escitalopram,474,65,7.54
Doxycycline,15,290,0.04
Warfarin,247,223,1.27
Clopidogrel,413,36,10.84
Phenytoin,144,46,3.08
Domperidone,244,47,4.22
Ondansetron,119,338,0.29
Ethambutol,258,189,1.12
Simvastatin,261,31,7.56
Doxycycline,13,13,1.0
Nitrofurantoin,85,279,0.33
Noradrenaline,459,197,2.74
Noradrenaline,287,346,0.92
Tazobactam,377,90,4.66
Ketoconazole,248,160,1.62
Dopamine,180,284,0.53
Gabapentin,371,301,1.25
Carbamazepine,212,219,0.98
Cefixime,277,303,1.06
Cefixime,87,224,0.32
Omeprazole,252,164,1.82
Haloperidol,369,206,1.83
Metronidazole,335,103,3.42
Escitalopram,144,336,0.4
Lumefantrine,26,354,0.08
Beclomethasone,460,324,1.21
Prednisone,65,333,0.19
Morphine,395,255,1.82
Artemether,64,148,0.45
Budesonide,421,34,12.24
Artemether,73,68,1.0
Fentanyl,298,256,1.23
Amoxicillin,14,325,0.05
Haloperidol,144,182,0.75
Codeine,93,167,0.51
Amlodipine,490,337,1.47
Norfloxacin,368,315,1.16
Haloperidol,163,233,0.57
Atorvastatin,11,68,0.14
Norfloxacin,364,249,1.62
Haloperidol,402,25,16.44
Escitalopram,257,76,3.63
Zinc Acetate,468,319,1.75
Loratadine,326,363,0.91
Fentanyl,467,273,1.53
Fentanyl,402,127,2.57
Chlorpheniramine,4,345,0.01
Montelukast,110,21,5.76
Haloperidol,126,296,0.43
Ivermectin,144,266,0.51
Levofloxacin,187,109,2.03
Noradrenaline,412,246,1.92
Diazepam,7,105,0.06
Levofloxacin,290,251,1.32
Azithromycin,63,153,0.35
Clozapine,233,356,0.72
Artemether,148,77,2.19
Ciprofloxacin,119,290,0.4
Adrenaline,382,128,2.4
Olanzapine,292,129,2.26
Betamethasone,409,104,4.71
Metformin,200,61,2.7
Ibuprofen,51,121,0.39
Vancomycin,349,266,1.26
Levothyroxine,363,198,2.06
Cefixime,349,262,1.53
Linezolid,97,196,0.48
Lithium,472,257,1.72
Atorvastatin,27,273,0.09
Morphine,401,86,5.35
Prednisone,52,190,0.26
Alprazolam,22,326,0.06
Formoterol,257,64,3.81
Tazobactam,109,167,0.68
Haloperidol,480,111,4.08
Hydroxychloroquine,51,56,0.74
Ethambutol,470,272,1.62
Ondansetron,341,113,3.1
Quetiapine,150,234,0.71
Carbamazepine,179,66,3.21
Lithium,493,134,3.87
Escitalopram,71,66,0.89
Tramadol,433,350,1.33
Ciprofloxacin,226,356,0.65
Norfloxacin,146,363,0.48
Hydroxychloroquine,90,159,0.55
Tramadol,50,325,0.13
Mebendazole,18,257,0.08
Theophylline,482,102,4.97
Carbamazepine,343,260,1.09
Vancomycin,50,241,0.19
Atorvastatin,119,346,0.41
Quetiapine,236,171,1.37
Domperidone,473,241,1.94
Norfloxacin,2,322,0.01
Isoniazid,337,42,8.91
Amoxicillin,439,80,6.51
Theophylline,377,250,1.22
Loratadine,159,285,0.56
Mebendazole,437,178,2.18
Lisinopril,302,225,1.47
Metformin,309,252,1.32
Tinidazole,270,279,0.91
Cetirizine,82,107,0.78
Oseltamivir,270,292,0.82
Paracetamol,48,181,0.26
Ofloxacin,99,277,0.4
Naloxone,207,101,1.65
Erythromycin,271,161,1.77
Hydrochlorothiazide,159,283,0.5
Vancomycin,250,30,7.01
Clopidogrel,10,120,0.08
Midazolam,415,258,1.92
Codeine,20,334,0.07
Warfarin,273,355,0.85
Quetiapine,58,117,0.42
Morphine,329,155,2.2
Cyclizine,180,334,0.53
Noradrenaline,18,246,0.07
Dopamine,125,257,0.52
Cefixime,203,205,1.06
Theophylline,13,201,0.06
Amlodipine,8,315,0.03
Metronidazole,196,31,6.09
Formoterol,96,237,0.33
Clozapine,136,85,1.6
Haloperidol,139,42,3.03
Midazolam,357,174,2.39
Phenylephrine,404,238,1.83
Hydrochlorothiazide,487,78,6.13
Theophylline,430,57,7.84
Azithromycin,258,101,2.65
Salbutamol,347,206,1.68
Betamethasone,332,186,1.75
Levofloxacin,133,262,0.42
Omeprazole,168,220,0.66
Valproate,476,221,2.24
Lorazepam,32,147,0.23
Naproxen,407,215,1.64
Ibuprofen,108,83,1.45
Amlodipine,2,136,0.01
Beclomethasone,194,352,0.63
Salbutamol,42,357,0.1
Amoxicillin,1,210,0.0
Ceftriaxone,449,45,8.43
Escitalopram,112,320,0.37
Ivermectin,391,273,1.33
Budesonide,18,53,0.4
Cetirizine,228,279,0.86
Tramadol,225,364,0.65
Dopamine,156,121,1.41
Pantoprazole,402,125,3.75
Clotrimazole,5,177,0.03
Paracetamol,222,271,0.79
Doxycycline,254,260,0.79
Lisinopril,58,145,0.37
Salmeterol,376,313,1.0
Metformin,374,21,14.57
Omeprazole,193,86,1.8
Clozapine,67,225,0.32
Granisetron,354,252,1.51
Pseudoephedrine,225,318,0.57
Vitamin D,186,100,1.9
Beclomethasone,348,187,2.14
Risperidone,45,363,0.13
Gabapentin,41,98,0.42
Vancomycin,86,171,0.47
Diclofenac,11,221,0.04
Lithium,382,165,2.15
Amoxicillin,295,302,1.01
Tamsulosin,51,282,0.15
Ethambutol,137,283,0.53
Pseudoephedrine,420,275,1.37
Cyclizine,297,309,1.03
Vancomycin,108,95,0.96
Isoniazid,374,149,2.87
Theophylline,25,283,0.09
Ibuprofen,434,26,16.92
Ethambutol,100,347,0.24
Theophylline,464,248,2.08
Zinc Acetate,284,39,6.92
Linezolid,38,24,1.61
Clotrimazole,386,269,1.54
Pseudoephedrine,179,187,0.78
Diazepam,76,316,0.2
Calcium Carbonate,222,270,0.91
Montelukast,375,244,1.56
Theophylline,140,243,0.53
Zinc Acetate,463,75,6.98
Ivermectin,161,305,0.44
Codeine,331,31,9.21
Risperidone,354,250,1.27
Rifampicin,137,257,0.63
Ivermectin,413,196,1.88
Chloroquine,106,247,0.48
Azithromycin,406,245,1.48
Erythromycin,180,334,0.62
Ceftriaxone,440,177,2.73
Alprazolam,382,284,1.3
Montelukast,198,268,0.63
Adrenaline,49,146,0.33
Rifampicin,433,86,4.06
Naproxen,468,333,1.57
Omeprazole,475,322,1.74
Escitalopram,402,304,1.22
Phenylephrine,461,326,1.37
Rifampicin,294,207,1.28
Lorazepam,434,326,1.31
Linezolid,52,304,0.15
Piperacillin,200,162,1.46
Fluoxetine,479,345,1.41
Gabapentin,476,212,2.01
Chlorpheniramine,270,96,2.66
Dopamine,206,154,1.27
Calcium Carbonate,343,100,3.8
Phenytoin,149,138,1.23
Clotrimazole,312,239,1.27
Amoxicillin,382,108,2.92
Gabapentin,211,182,1.15
Ceftriaxone,394,108,3.8
Levothyroxine,305,212,1.38
Tamsulosin,300,22,13.56
Lisinopril,471,22,23.81
Meropenem,77,275,0.27
Pseudoephedrine,442,270,1.56
Formoterol,16,350,0.04
Warfarin,487,262,2.09
Vancomycin,105,220,0.57
Artemether,387,167,2.67
Morphine,175,131,1.32
Salmeterol,300,259,1.36
Quetiapine,47,232,0.19
Furosemide,499,312,1.47
Naproxen,432,267,1.92
Chlorpheniramine,193,195,1.18
Sertraline,161,95,1.62
Ranitidine,208,277,0.89
Artemether,207,315,0.63
Ketoconazole,489,160,3.21
Clopidogrel,274,122,1.9
Dexamethasone,431,76,5.7
Levofloxacin,307,205,1.64
Ethambutol,475,306,1.63
Sertraline,387,331,1.19
Loratadine,34,242,0.11
Hydroxychloroquine,443,264,1.75
Oseltamivir,179,68,2.78
Cetirizine,55,35,1.37
Dexamethasone,104,251,0.41
Codeine,4,293,0.01
Paracetamol,368,69,5.56
Lorazepam,22,34,0.77
Midazolam,257,99,2.27
Theophylline,212,254,0.77
Omeprazole,255,277,1.06
Midazolam,3,213,0.01
Prednisone,262,248,1.08
Acyclovir,114,203,0.54
Pseudoephedrine,473,163,2.98
Dopamine,336,233,1.48
Dopamine,433,41,9.67
Oseltamivir,39,217,0.18
Vitamin D,378,216,1.89
Ethambutol,213,62,3.5
Oseltamivir,445,273,1.59
Prednisone,407,351,0.98
Ciprofloxacin,464,50,8.71
Valproate,26,195,0.14
Chloroquine,255,46,4.51
Dopamine,340,240,1.42
Amoxicillin,230,256,0.88
Fentanyl,380,277,1.59
Ranitidine,187,132,1.25
Escitalopram,99,170,0.62
Pseudoephedrine,351,195,1.48
Haloperidol,355,211,1.48
Amoxicillin,265,185,1.2
Beclomethasone,376,214,1.7
Tinidazole,473,305,1.66
Cetirizine,473,173,2.41
Dexamethasone,53,288,0.17
Linezolid,303,150,2.16
Ofloxacin,367,276,1.34
Lumefantrine,257,222,1.07
Ranitidine,336,194,1.82
Codeine,3,275,0.01
Calcium Carbonate,391,47,6.95
Ciprofloxacin,51,144,0.3
Theophylline,482,116,4.11
Insulin,427,139,2.47
Salbutamol,84,231,0.3
Cefixime,275,82,3.22
Gabapentin,295,144,1.79
Ivermectin,438,100,5.1
Levothyroxine,264,97,2.37
Ivermectin,55,344,0.15
Tramadol,375,201,1.54
Diazepam,402,363,1.03
Linezolid,355,69,5.73
Cetirizine,207,110,1.72
Losartan,481,128,3.18
Hydroxychloroquine,408,130,2.59
Lithium,248,104,2.0
Lorazepam,387,94,3.39
Alprazolam,223,206,0.91
Montelukast,398,50,7.57
Clozapine,422,207,1.91
Doxycycline,444,161,3.23
Lumefantrine,431,334,1.12
Omeprazole,356,79,3.74
Phenylephrine,286,166,1.64
Naproxen,237,136,1.77
Risperidone,63,309,0.18
Budesonide,358,138,2.35
Pseudoephedrine,306,74,4.87
Alprazolam,462,249,2.04
Lisinopril,62,117,0.51
Ethambutol,361,193,2.08
Risperidone,420,347,1.3
Ciprofloxacin,350,74,3.99
Ofloxacin,365,298,1.16
Mebendazole,68,86,0.75
Hydrochlorothiazide,54,283,0.2
Noradrenaline,22,263,0.1
